id,pitcher,date,rel_speed,horz_break,induced_vert_break,original_pitch_type,new_pitch_type,new_pitcher,modified_at,pitch_key,created_at,PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,SpinAxis3dVectorX,SpinAxis3dVectorY,SpinAxis3dVectorZ,SpinAxis3dSeamOrientationRotationX,SpinAxis3dSeamOrientationRotationY,SpinAxis3dSeamOrientationRotationZ,SpinAxis3dSeamOrientationBallYAmb1,SpinAxis3dSeamOrientationBallAngleHorizontalAmb1,SpinAxis3dSeamOrientationBallZAmb1,SpinAxis3dSeamOrientationBallAngleVerticalAmb2,SpinAxis3dSeamOrientationBallZAmb2,SpinAxis3dSeamOrientationBallXAmb4,SpinAxis3dSeamOrientationBallYAmb4,SpinAxis3dSeamOrientationBallAngleHorizontalAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb1,SpinAxis3dSeamOrientationBallXAmb1,SpinAxis3dSeamOrientationBallYAmb2,SpinAxis3dSeamOrientationBallAngleHorizontalAmb4,SpinAxis3dSeamOrientationBallAngleVerticalAmb4,SpinAxis3dSeamOrientationBallXAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb3,SpinAxis3dSeamOrientationBallAngleHorizontalAmb3,SpinAxis3dSeamOrientationBallXAmb3,SpinAxis3dSeamOrientationBallYAmb3,SpinAxis3dSeamOrientationBallZAmb3,SpinAxis3dSeamOrientationBallZAmb4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246,2025-10-18,14:10:47,1,3,"Higginbottom, Elijah",830834,Right,GRA_CAN,"Anderson, Dillon",1000314379,Left,GRA_CAN,Undefined,8,Top,0,1,1,Cutter,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,NA,82.25766,-0.111474,-2.369404,2298.975911,164.861114,11:30:00,5.41222,1.62244,5.79442,-32.09801,9.33197,-2.17713,2.63361,-0.76423,75.44889,-6.057598,-2.758986,0.463264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4637,5.15988,-1.42609,50,5.38371,5.025,-119.43078,-1.25065,0.66976,23.00115,-24.72138,GRA_CAN,GRA_CAN,BrazellField,TeamExclusive,Team,20251018-BrazellField-Private-1,eb204e50-ac66-11f0-aabc-cd59143e66a4,81.36274,NA,NA,6.80877,NA,NA,NA,NA,NA,NA,eda8e3ec-2c6f-440b-800e-e49117f41809,2025-10-18,21:10:47,2025-10-18T21:10:47Z,2025-10-18T21:10:47Z,NA,v3,5310,5310,NA,"Aaron, Parker",10308979,Right,GRA_CAN,6efae294-9835-4a7f-86e4-fb7ecf971b7a,54.70542,-120.33358,11.50057,5.41375,-0.28032,-12.36069,-1.62281,4.99871,0.33488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,274.917152,86.95089,122.286881,0.053192,03:15:00,-0.997437,-0.054939,0.045835,-31.227516,-40.581345,-70.177316,0.932914,148.53251,-0.307141,10.834724,0.307141,-0.187977,-0.932914,71.77704,68.893769,0.187977,0.187977,-148.53251,-68.893769,0.932914,-10.834724,-71.77704,-0.932914,-0.187977,0.307141,-0.307141
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247,2025-10-18,14:11:17,1,4,"Higginbottom, Elijah",830834,Right,GRA_CAN,"Anderson, Dillon",1000314379,Left,GRA_CAN,Undefined,8,Top,0,1,2,Cutter,Slider,InPlay,Undefined,FlyBall,Out,1,0,NA,81.45809,0.389002,-1.550292,2466.801035,128.383889,10:15:00,5.30677,1.85122,5.35113,-35.36848,8.25418,-8.44642,2.72439,-0.30705,73.57157,-6.141817,-3.050183,0.475365,78.72081,51.168357,-10.585021,NA,104.50636,107.24602,-34.32764,227.90959,214.23976,-22.363152,5.361062,3.76162,4.44047,-1.70531,50,5.31683,3.54014,-118.03301,-0.39175,5.21973,25.89928,-26.01232,GRA_CAN,GRA_CAN,BrazellField,TeamExclusive,Team,20251018-BrazellField-Private-1,fd4f26f0-ac66-11f0-aabc-cd59143e66a4,79.29153,110.5697,NA,7.88652,NA,NA,NA,2.14208,4.03742,-0.37734,eda8e3ec-2c6f-440b-800e-e49117f41809,2025-10-18,21:11:17,2025-10-18T21:11:17Z,2025-10-18T21:11:17Z,FlyBall,v3,5310,5310,NA,"Aaron, Parker",10308979,Right,GRA_CAN,3077041d-b6e5-4e16-b175-318e3e7fc5a4,55.14639,-119.1569,12.94964,5.30934,0.73705,-13.00616,-1.85401,3.31363,2.60986,157.078304,2.14469,71.09382,-16.67126,3.8767,-0.28094,-0.15569,0.05594,-0.00739,3.6e-4,4.03347,90.00847,-22.49882,2.16587,-0.44421,0.05889,0.00362,-0.00207,1.6e-4,-0.37602,-13.33183,-3.14055,1.05615,-0.03767,-0.08775,0.03005,-0.00411,2.1e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,Medium,Low,NA,NA,NA,58.777219,73.370547,705.951467,0.286181,08:00:00,-0.952128,0.25123,0.17417,27.851227,-10.705903,18.962375,-0.771959,92.696965,-0.029911,-39.417662,0.029911,-0.634969,0.771959,87.781102,-50.530099,0.634969,-0.634969,-92.696965,50.530099,0.771959,39.417662,-87.781102,-0.771959,0.634969,0.029911,-0.029911
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248,2025-10-18,14:11:50,2,1,"Higginbottom, Elijah",830834,Right,GRA_CAN,"Schmidt, Trevor",808755,Left,GRA_CAN,Undefined,8,Top,1,0,0,Cutter,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,NA,85.15507,-0.08072,-2.117196,2376.987356,152.658211,11:00:00,5.36245,1.50512,5.73546,-31.52884,7.39032,-3.16882,2.65983,-0.73141,77.71381,-5.919155,-2.683823,0.449007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0078,4.13803,-1.3267,50,5.33634,4.69643,-123.5882,-1.22723,1.55082,25.79543,-25.80634,GRA_CAN,GRA_CAN,BrazellField,TeamExclusive,Team,20251018-BrazellField-Private-1,1101e070-ac67-11f0-aabc-cd59143e66a4,83.94619,NA,NA,7.44126,NA,NA,NA,NA,NA,NA,eda8e3ec-2c6f-440b-800e-e49117f41809,2025-10-18,21:11:50,2025-10-18T21:11:50Z,2025-10-18T21:11:50Z,NA,v3,5310,5310,NA,"Aaron, Parker",10308979,Right,GRA_CAN,cfbec51c-7e2f-4426-92f2-5b1a79f99a14,54.76382,-124.57854,12.89772,5.36444,-0.23647,-12.90317,-1.50586,4.63689,0.77541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249,2025-10-18,14:12:32,2,2,"Higginbottom, Elijah",830834,Right,GRA_CAN,"Schmidt, Trevor",808755,Left,GRA_CAN,Undefined,8,Top,1,0,1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,NA,79.18026,1.205873,-0.222682,1570.223905,253.981934,02:30:00,5.07292,1.87442,5.67354,-39.70868,5.31185,13.49981,2.88827,2.7918,72.36015,-6.123081,2.191087,0.482922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.86678,2.82146,-1.86403,50,5.14995,-0.08514,-114.95812,1.13665,-9.1626,21.88452,-28.40925,GRA_CAN,GRA_CAN,BrazellField,TeamExclusive,Team,20251018-BrazellField-Private-1,299672e0-ac67-11f0-aabc-cd59143e66a4,78.05085,NA,NA,6.82011,NA,NA,NA,NA,NA,NA,eda8e3ec-2c6f-440b-800e-e49117f41809,2025-10-18,21:12:32,2025-10-18T21:12:32Z,2025-10-18T21:12:32Z,NA,v3,5310,5310,NA,"Aaron, Parker",10308979,Right,GRA_CAN,a64be9f6-14a1-4aae-bf7e-20e826ae0835,54.8242,-115.87286,10.94226,5.07762,2.32411,-14.20463,-1.86847,0.29784,-4.5813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,254.776745,40.763903,1189.297897,0.757407,02:30:00,-0.668947,-0.716926,-0.196282,-57.132764,-42.142745,65.035281,0.823083,155.244098,-0.515729,13.757846,0.515729,-0.237819,-0.823083,57.929462,55.394604,0.237819,0.237819,-155.244098,-55.394604,0.823083,-13.757846,-57.929462,-0.823083,-0.237819,0.515729,-0.515729
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,2025-10-18,14:12:50,2,3,"Higginbottom, Elijah",830834,Right,GRA_CAN,"Schmidt, Trevor",808755,Left,GRA_CAN,Undefined,8,Top,1,1,1,Cutter,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,NA,84.26578,-0.112693,-2.17174,2322.465424,193.663689,12:30:00,5.28667,1.71788,5.7471,-32.09423,7.8978,1.58291,2.50716,-0.17309,76.3875,-6.075912,-1.888578,0.455154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.47197,4.48331,-1.53834,50,5.25801,4.56685,-122.16738,-1.30416,-2.20062,26.48752,-25.47142,GRA_CAN,GRA_CAN,BrazellField,TeamExclusive,Team,20251018-BrazellField-Private-1,349cb6e0-ac67-11f0-aabc-cd59143e66a4,82.81256,NA,NA,7.87828,NA,NA,NA,NA,NA,NA,eda8e3ec-2c6f-440b-800e-e49117f41809,2025-10-18,21:12:50,2025-10-18T21:12:50Z,2025-10-18T21:12:50Z,NA,v3,5310,5310,NA,"Aaron, Parker",10308979,Right,GRA_CAN,2db642ac-0f2e-44a7-85fe-0b3203d0fb00,54.74856,-123.19263,13.24376,5.2894,-0.31824,-12.73571,-1.71676,4.65203,-1.10031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,229.074197,81.278225,352.170475,0.151636,01:45:00,-0.991264,-0.116514,-0.061815,-27.796885,-35.275154,-58.88922,0.891358,124.677114,-0.257905,21.887223,0.257905,-0.372781,-0.891358,73.862733,63.044399,0.372781,0.372781,-124.677114,-63.044399,0.891358,-21.887223,-73.862733,-0.891358,-0.372781,0.257905,-0.257905
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251,2025-10-18,14:13:08,2,4,"Higginbottom, Elijah",830834,Right,GRA_CAN,"Schmidt, Trevor",808755,Left,GRA_CAN,Undefined,8,Top,1,1,2,Sweeper,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,NA,79.25565,0.58218,-1.68123,2638.503931,103.925393,09:30:00,5.27524,1.8215,5.38596,-40.05797,5.62177,-16.59836,2.48302,-1.13799,72.30175,-6.7636,-4.629415,0.486445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.91256,3.04685,-1.65879,50,5.29908,4.023,-114.96591,-0.16112,10.49368,23.12332,-28.13332,GRA_CAN,GRA_CAN,BrazellField,TeamExclusive,Team,20251018-BrazellField-Private-1,3f93b8a0-ac67-11f0-aabc-cd59143e66a4,77.48559,NA,NA,6.9539,NA,NA,NA,NA,NA,NA,eda8e3ec-2c6f-440b-800e-e49117f41809,2025-10-18,21:13:08,2025-10-18T21:13:08Z,2025-10-18T21:13:08Z,NA,v3,5310,5310,NA,"Aaron, Parker",10308979,Right,GRA_CAN,398fc88b-d6c7-4699-a4e1-6200af700125,55.11395,-115.98992,11.56166,5.27863,1.08477,-14.06666,-1.82666,3.55829,5.24684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,54.963328,68.821768,953.213195,0.36127,07:45:00,-0.922922,0.305262,0.234584,18.333814,-14.522823,21.588778,-0.663128,105.262541,-0.197039,-46.228636,0.197039,-0.722106,0.663128,73.451472,-41.538865,0.722106,-0.722106,-105.262541,41.538865,0.663128,46.228636,-73.451472,-0.663128,0.722106,0.197039,-0.197039
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252,2025-10-18,14:13:25,2,5,"Higginbottom, Elijah",830834,Right,GRA_CAN,"Schmidt, Trevor",808755,Left,GRA_CAN,Undefined,8,Top,1,2,2,FourSeamFastBall,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,NA,92.16926,1.038627,-1.959296,2049.51795,222.294167,01:30:00,5.45522,1.66012,5.85163,-19.93666,13.13918,10.97367,4.75958,0.75333,83.67579,-2.726199,0.007049,0.41393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.13583,6.72492,-1.50713,50,5.52805,4.08247,-133.7472,1.77593,-11.06904,29.94284,-20.04228,GRA_CAN,GRA_CAN,BrazellField,TeamExclusive,Team,20251018-BrazellField-Private-1,49a69bf0-ac67-11f0-aabc-cd59143e66a4,91.05994,NA,NA,8.49347,NA,NA,NA,NA,NA,NA,eda8e3ec-2c6f-440b-800e-e49117f41809,2025-10-18,21:13:25,2025-10-18T21:13:25Z,2025-10-18T21:13:25Z,NA,v3,5310,5310,NA,"Aaron, Parker",10308979,Right,GRA_CAN,78cb0c85-7c2e-4e81-9ed5-07dad42a1507,54.6453,-134.78316,14.97142,5.45462,2.46935,-10.02114,-1.655,4.46544,-5.53452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,218.16606,27.517337,1817.658186,0.886871,01:15:00,-0.495439,-0.539571,-0.680738,6.000018,21.288133,79.261105,-0.294258,159.624866,-0.895929,-19.43581,0.895929,-0.332751,0.294258,18.182187,-17.113046,0.332751,-0.332751,-159.624866,17.113046,0.294258,19.43581,-18.182187,-0.294258,0.332751,0.895929,-0.895929
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,253,2025-10-18,14:14:13,2,6,"Higginbottom, Elijah",830834,Right,GRA_CAN,"Schmidt, Trevor",808755,Left,GRA_CAN,Undefined,8,Top,1,3,2,Sinker,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,NA,90.78322,-1.460012,-3.59614,2075.828469,237.328441,02:00:00,5.22419,1.72728,6.03089,-21.85367,11.74784,16.73839,2.04803,-0.21247,83.45365,-5.550309,-0.589727,0.417206,78.88025,58.404614,-79.527576,5148.502176,NA,NA,NA,NA,60.72985,NA,NA,-9.60855,6.74185,-1.45525,50,5.09794,7.59159,-131.76738,-4.07296,-16.99475,26.42352,-20.24966,GRA_CAN,GRA_CAN,BrazellField,TeamExclusive,Team,20251018-BrazellField-Private-1,66022170-ac67-11f0-aabc-cd59143e66a4,90.34486,86.11576,NA,7.32957,NA,NA,NA,NA,NA,NA,eda8e3ec-2c6f-440b-800e-e49117f41809,2025-10-18,21:14:13,2025-10-18T21:14:13Z,2025-10-18T21:14:13Z,NA,v3,5310,5310,NA,"Aaron, Parker",10308979,Right,GRA_CAN,db6fa252-051a-4091-9b44-a7e9771f7b4d,54.47019,-132.66077,13.21176,5.22407,-3.38831,-10.12483,-1.72163,8.16619,-8.49738,NA,2.1316,11.01697,-9.56709,3.04285,-0.74136,0.10994,0.02681,-0.02226,0.00397,6.01842,98.5419,-26.73863,3.17047,-0.63164,0.11734,-0.02577,0.00556,-6.9e-4,-1.08153,-59.60278,6.81878,-1.29061,0.21351,-0.03337,0.00488,-2.1e-4,-3e-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,Low,Undefined,NA,NA,NA,225.139857,14.15454,2012.805653,0.96964,01:30:00,-0.2694,-0.693318,-0.668382,-104.203955,-31.854408,-69.041406,0.95491,157.206041,-0.273709,6.604942,0.273709,-0.115023,-0.95491,74.005919,72.728758,0.115023,0.115023,-157.206041,-72.728758,0.95491,-6.604942,-74.005919,-0.95491,-0.115023,0.273709,-0.273709
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,254,2025-10-18,14:15:39,2,7,"Higginbottom, Elijah",830834,Right,GRA_CAN,"Schmidt, Trevor",808755,Left,GRA_CAN,Undefined,8,Top,1,3,2,Cutter,Slider,StrikeCalled,Strikeout,Undefined,Undefined,0,0,NA,82.67624,0.292284,-0.880823,2230.089254,179.503074,12:00:00,5.3648,1.60453,5.86915,-30.42238,9.63296,-0.07488,3.10114,0.78005,77.17387,-5.322279,-0.894257,0.455514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.15303,5.20126,-1.53319,50,5.37054,1.85321,-120.35125,-0.35601,-0.22925,18.65098,-24.38144,GRA_CAN,GRA_CAN,BrazellField,TeamExclusive,Team,20251018-BrazellField-Private-1,99a87b50-ac67-11f0-aabc-cd59143e66a4,82.74708,NA,NA,5.50237,NA,NA,NA,NA,NA,NA,eda8e3ec-2c6f-440b-800e-e49117f41809,2025-10-18,21:15:39,2025-10-18T21:15:39Z,2025-10-18T21:15:39Z,NA,v3,5310,5310,NA,"Aaron, Parker",10308979,Right,GRA_CAN,6d1b5340-e5bb-4f57-b6a1-a629c8823e64,54.63119,-121.06683,9.32549,5.36626,0.57942,-12.19072,-1.60446,1.86201,-0.11462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.83793,NA,NA,0.911353,NA,NA,NA,1.15323,5.21145,-2.72032,71.7259,7.27447,-53.08137,1.23357,84.33881,-7.62949,5.27826,15.93847,-15.05025,-2.79623,-61.16445,6.53277,High,High,High,NA,NA,High,High,High,217.068642,84.478368,214.58267,0.096222,01:15:00,-0.996705,-0.052921,-0.061462,-27.524038,-44.940231,-67.242514,0.923066,132.906446,-0.261866,16.36394,0.261866,-0.281738,-0.923066,74.161813,67.378455,0.281738,0.281738,-132.906446,-67.378455,0.923066,-16.36394,-74.161813,-0.923066,-0.281738,0.261866,-0.261866
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,2025-10-18,14:16:06,3,1,"Higginbottom, Elijah",830834,Right,GRA_CAN,"Scaldeferri, Billy",821907,Right,GRA_CAN,Undefined,8,Top,2,0,0,FourSeamFastBall,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,NA,91.43199,-1.14337,-3.198744,2223.505613,211.488213,01:00:00,5.46998,1.48393,5.93364,-17.02383,16.42615,9.40343,2.98876,-0.70319,83.41363,-4.377552,-1.513367,0.416264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.69091,9.05237,-1.23354,50,5.36889,7.00104,-132.61303,-3.16214,-10.13111,28.44107,-16.05872,GRA_CAN,GRA_CAN,BrazellField,TeamExclusive,Team,20251018-BrazellField-Private-1,a99b1f90-ac67-11f0-aabc-cd59143e66a4,90.5493,NA,NA,8.0183700000000009,NA,NA,NA,NA,NA,NA,eda8e3ec-2c6f-440b-800e-e49117f41809,2025-10-18,21:16:06,2025-10-18T21:16:06Z,2025-10-18T21:16:06Z,NA,v3,5310,5310,NA,"Aaron, Parker",10308979,Right,GRA_CAN,b05f225b-473c-4485-a18a-af95b0e40085,54.56397,-133.58827,14.22054,5.46788,-2.61149,-8.02936,-1.47956,7.34843,-5.06555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,218.810097,29.493126,1935.372123,0.870415,01:15:00,-0.518432,-0.55524,-0.650336,10.600218,33.846206,73.342756,-0.162124,168.130471,-0.965672,-11.71026,0.965672,-0.202963,0.162124,9.530354,-9.330203,0.202963,-0.202963,-168.130471,9.330203,0.162124,11.71026,-9.530354,-0.162124,0.202963,0.965672,-0.965672
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256,2025-10-18,14:16:23,3,2,"Higginbottom, Elijah",830834,Right,GRA_CAN,"Scaldeferri, Billy",821907,Right,GRA_CAN,Undefined,8,Top,2,0,1,FourSeamFastBall,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,NA,90.87088,0.330264,-2.496647,1967.150315,230.371895,01:45:00,5.34865,1.53843,6.00064,-21.55741,12.29359,13.50268,3.85851,0.34883,82.55535,-3.737612,-0.070778,0.418752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.61524,6.54847,-1.34905,50,5.36283,5.16293,-131.87329,0.07181,-13.35073,29.20559,-20.69351,GRA_CAN,GRA_CAN,BrazellField,TeamExclusive,Team,20251018-BrazellField-Private-1,b34d9360-ac67-11f0-aabc-cd59143e66a4,90.01132,NA,NA,8.31553,NA,NA,NA,NA,NA,NA,eda8e3ec-2c6f-440b-800e-e49117f41809,2025-10-18,21:16:23,2025-10-18T21:16:23Z,2025-10-18T21:16:23Z,NA,v3,5310,5310,NA,"Aaron, Parker",10308979,Right,GRA_CAN,ad22ccee-b8db-4d06-adeb-06a9ea6bd244,54.49665,-132.86542,14.60279,5.34845,0.77478,-10.34676,-1.53214,5.61646,-6.67537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,224.740364,24.945088,1783.639594,0.906712,01:30:00,-0.453073,-0.635789,-0.624898,-17.972032,34.689666,54.777315,-0.299037,162.533158,-0.910242,-16.643702,0.910242,-0.286419,0.299037,18.186626,-17.399772,0.286419,-0.286419,-162.533158,17.399772,0.299037,16.643702,-18.186626,-0.299037,0.286419,0.910242,-0.910242
