PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,EffectiveVelo,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,MaxHeight,MeasuredDuration,ContactPositionX,ContactPositionY,ContactPositionZ,GameID,PitchUID
174,2/16/2026,2:11:08,1,3,"Gregory, Billy",830831,Right,GCU,"Nunez, Devin",830147,Left,NU,Undefined,6,Top,0,0,2,Sinker,Sinker,StrikeSwinging,Strikeout,Undefined,Strikeout,1,0,,92.88983331,-1.480615274,-3.101618143,2454.757672,224.2037859,1:30,5.536070016,2.096672362,6.106055141,-15.39934393,16.5142036,14.24087121,2.883443607,0.412647499,84.33774086,-4.40237875,-0.392646103,0.406592209,,,,,,,,,,,,-8.743689154,9.522148754,-1.865261703,50.00055079,5.415164214,6.879540248,-135.042967,-3.96846502,-16.04509304,31.15138221,-14.69450029,GCU,NU,Sloan Park,MLB,College Baseball,92.2718243,8.55209245,-0.7235,2.657163421,-0.39725966,,,-0.48430841,4.817252652,-2.020487266,837216,8ce3d413-25b9-3a97-99b8-295615cd743f
175,2/16/2026,2:11:36,2,1,"Gregory, Billy",830831,Right,GCU,"Jesske, Will",822405,Right,NU,Undefined,6,Top,1,0,0,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,92.373737,-2.7354124,-5.572304436,2437.256307,223.1487786,1:30,5.511731932,1.843402256,6.340353741,-14.36453919,17.89999757,13.97421588,1.794706188,-2.137851157,84.49970235,-5.422917613,-2.938163063,0.408821972,,,,,,,,,,,,-9.1628356,10.63256045,-1.444742689,50.00593837,5.305628432,12.62704688,-133.8233028,-6.860893826,-16.67317185,28.06008956,-12.83386124,GCU,NU,Sloan Park,MLB,College Baseball,92.15772416,7.874034652,-0.7235,1.543781593,2.268044681,,,,,,837216,c5ad634b-39ae-3456-9eec-d8185b01d42f
176,2/16/2026,2:11:50,2,2,"Gregory, Billy",830831,Right,GCU,"Jesske, Will",822405,Right,NU,Undefined,6,Top,1,1,0,Sinker,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,,92.77228964,-1.26652478,-3.008291192,2447.89431,222.0037597,1:30,5.664293388,1.903436123,6.112029035,-14.38437307,17.56512999,14.13702202,3.294494887,0.297712521,84.28982302,-3.996135208,-0.320214404,0.406821189,68.25759772,56.34064225,145.0614238,3739.467744,-90.54749156,88.7364599,62.69457811,200.9393211,142.6900871,145.3506616,5.069151367,-8.645502186,10.03145094,-1.679701313,50.00511726,5.560557514,6.65489798,-134.9050876,-3.428443249,-15.85419251,30.78187276,-13.78449141,GCU,NU,Sloan Park,MLB,College Baseball,92.22994638,8.482466613,0.568524739,3.291478613,-0.137973071,89,3.083752036,0.568524739,3.291478613,-0.137973071,837216,052624ee-7849-3c75-b687-ebe1432f9442
177,2/16/2026,2:12:09,2,3,"Gregory, Billy",830831,Right,GCU,"Jesske, Will",822405,Right,NU,Undefined,6,Top,1,1,1,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,84.34424553,-0.880002512,-3.239181553,2226.922078,13.27763639,6:30,5.269061475,2.310036583,6.126519522,-46.74597748,-8.529315416,-2.191921873,0.560176741,-0.869808028,78.62855493,-9.609220178,-3.652387989,0.44493635,,,,,,,,,,,,0.372539938,-4.438446324,-2.061619377,50.00236876,5.179746104,7.008201536,-122.7365215,-3.208945354,0.571423522,22.51961833,-38.99536093,GCU,NU,Sloan Park,MLB,College Baseball,84.34717822,5.715690599,-0.7235,0.065444469,1.051530204,,,,,,837216,4b05f46d-937a-3eb0-9142-642299bd84d0
178,2/16/2026,2:12:25,2,4,"Gregory, Billy",830831,Right,GCU,"Jesske, Will",822405,Right,NU,Undefined,6,Top,1,2,1,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,93.13494453,-2.769480244,-4.930942144,2439.015315,218.3157116,1:15,5.583620557,1.980673871,6.262852259,-12.17808085,19.30207846,10.91498223,2.013595239,-1.666832476,85.77907005,-5.041779157,-2.878477745,0.403821997,,,,,,,,,,,,-7.205258639,11.31699122,-1.620364289,50.00071521,5.372193533,11.31703668,-135.1196931,-6.936724287,-13.45674362,26.66766719,-11.03526046,GCU,NU,Sloan Park,MLB,College Baseball,93.16712656,7.355874477,-0.7235,1.720380352,1.826970497,,,,,,837216,4c5851b2-a7d0-393c-b2a7-cd4aa104a5a4
179,2/16/2026,2:12:41,2,5,"Gregory, Billy",830831,Right,GCU,"Jesske, Will",822405,Right,NU,Undefined,6,Top,1,3,1,Sinker,Sinker,BallCalled,Walk,Undefined,Walk,0,0,,92.59190523,-3.097582997,-4.752720077,2429.852648,217.6227258,1:15,5.629393723,1.930155277,6.279325278,-14.23546778,17.58359722,13.55911683,1.585538991,-1.3301564,85.42240737,-5.75337701,-2.202213921,0.405989889,,,,,,,,,,,,-8.588774573,10.45057472,-1.586026448,50.00417375,5.393725089,10.74835707,-134.3374978,-7.732825341,-15.8757692,26.04437668,-12.86056292,GCU,NU,Sloan Park,MLB,College Baseball,92.6966504,7.16949786,-0.7235,1.280276852,1.440589735,,,,,,837216,78bafba9-4738-36d4-9de6-9d5df54aa7fa
180,2/16/2026,2:13:10,3,1,"Gregory, Billy",830831,Right,GCU,"Miller, Miken",837720,Left,NU,Undefined,6,Top,1,0,0,Sinker,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,,92.25505466,-3.046667117,-3.568023684,2398.3864,215.458813,1:15,5.603627091,2.039233791,6.211026739,-13.96717193,18.11263436,13.24065873,1.625455694,-0.154358298,84.83007315,-5.666779906,-1.067034452,0.407649937,86.44278478,31.58605685,-50.05989212,2638.827541,62.37756088,54.41417823,-90.61440072,298.2724886,247.2785749,-60.90639605,4.517717773,-8.173771457,10.74626853,-1.778398476,50.00565182,5.368645033,7.948483586,-134.0194958,-7.575626171,-14.97152811,27.1465764,-12.49557775,GCU,NU,Sloan Park,MLB,College Baseball,92.2034346,7.424981516,1.532995515,1.643913342,0.144537465,64,3.204141021,1.532995515,1.643913342,0.144537465,837216,d29cba0f-cdad-3737-b378-aaeb5d30921f
181,2/16/2026,2:13:50,3,2,"Gregory, Billy",830831,Right,GCU,"Miller, Miken",837720,Left,NU,Undefined,6,Top,1,0,1,Sinker,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,,90.62900569,-1.312107604,-3.443671485,2302.988475,225.0014608,1:30,5.599169374,2.063418575,5.559812085,-17.24392697,16.58106085,13.53612668,2.936518126,-0.029608725,81.56866014,-4.598474385,-0.857850775,0.418591433,71.52618094,48.62399177,-135.4073823,3272.115577,-78.03919838,78.34634014,-77.61722655,231.2269187,231.2269175,-135.4369161,4.809479611,-8.567896454,9.571189524,-1.772482028,50.00488357,5.478228665,7.519008348,-131.6450478,-3.533126544,-14.8039775,32.04114093,-15.64197185,GCU,NU,Sloan Park,MLB,College Baseball,88.76122603,9.060345553,1.501541438,3.057515533,0.023070174,79,4.391479611,1.501541438,3.057515533,0.023070174,837216,41f471b7-9c26-38df-adb0-7065106aa139
182,2/16/2026,2:14:31,3,3,"Gregory, Billy",830831,Right,GCU,"Miller, Miken",837720,Left,NU,Undefined,6,Top,1,0,2,ChangeUp,ChangeUp,InPlay,Undefined,FlyBall,Out,1,0,,82.54982521,-1.463650735,-3.809782536,2484.984158,241.9884431,2:00,5.341197656,2.31659583,6.264242848,-28.45239601,11.61467762,17.62144482,1.620584546,0.267752877,75.99283639,-6.816949442,-0.477714572,0.455580706,94.60342872,33.37651174,0.229606759,2682.405308,,,,366.5442287,109.8806692,-6.581883418,5.872856565,-10.66136363,6.773834652,-2.043172906,50.0048578,5.219439278,7.505341631,-120.0044693,-3.85663699,-15.62679894,22.17329092,-22.25079991,GCU,NU,Sloan Park,MLB,College Baseball,82.58452562,6.556988829,2.50149686,1.640223268,-0.366581536,96,1.121825099,2.50149686,1.640223268,-0.366581536,837216,068d5959-f87d-321d-8195-3185e30f404a
183,2/16/2026,2:15:40,4,1,"Gregory, Billy",830831,Right,GCU,"Buck, Jett",837714,Right,NU,Undefined,6,Top,2,0,0,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,89.43133747,-2.971852125,-5.337761828,2436.228642,223.0754414,1:30,5.647864352,1.7015642,6.129355837,-15.73083191,18.52509437,12.60801194,1.587796972,-2.19541932,82.28281033,-5.9060087,-2.966245999,0.421249472,,,,,,,,,,,,-8.265784827,10.97795915,-1.299186923,50.00013049,5.412601804,11.73455494,-129.6255275,-7.224402524,-14.18090881,25.02429201,-13.33506131,GCU,NU,Sloan Park,MLB,College Baseball,89.09779815,7.148527134,-0.7235,1.352613943,2.309401382,,,,,,837216,c13f1eab-3d68-3938-a6af-0d6fbcacc34a
184,2/16/2026,2:15:59,4,2,"Gregory, Billy",830831,Right,GCU,"Buck, Jett",837714,Right,NU,Undefined,6,Top,2,1,0,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,90.09783112,-3.282739673,-4.005818148,2407.545308,227.5028835,1:30,5.481972487,2.105739142,6.232920722,-16.93788952,16.76919929,15.00948256,1.039102421,-0.344540329,82.85452886,-6.454943014,-1.170793343,0.417861284,,,,,,,,,,,,-9.267971846,10.09203592,-1.814172024,50.0021516,5.228777544,8.707067578,-130.7835374,-8.026624873,-16.1509131,26.03719121,-14.5850335,GCU,NU,Sloan Park,MLB,College Baseball,89.98912716,7.243302264,-0.7235,0.733080624,0.395204019,,,,,,837216,efbd4c3a-d07f-3a16-95b4-182293260f63
185,2/16/2026,2:16:18,4,3,"Gregory, Billy",830831,Right,GCU,"Buck, Jett",837714,Right,NU,Undefined,6,Top,2,2,0,Sinker,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,89.10251784,-1.035871324,-4.456558331,2253.8311,227.3201215,1:30,5.504835866,2.038610988,6.143661145,-17.50323109,16.8626277,14.04600083,3.08900255,-0.917062543,81.83633731,-4.333730928,-1.807554074,0.421924857,,,,,,,,,,,,-8.840842077,9.521477374,-1.705999664,50.00368681,5.417650166,9.67175195,-129.4641738,-2.868523344,-15.11585011,25.22574348,-15.89701184,GCU,NU,Sloan Park,MLB,College Baseball,88.97605021,7.266180533,-0.7235,2.922466128,0.982829004,,,,,,837216,077e95c0-3e29-3c01-98c8-034a95b441a3
186,2/16/2026,2:16:37,4,4,"Gregory, Billy",830831,Right,GCU,"Buck, Jett",837714,Right,NU,Undefined,6,Top,2,2,1,Sinker,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,,90.06826121,-0.971360905,-3.57499307,2313.976813,228.8432126,1:45,5.642647533,1.931604831,6.106599012,-17.04696139,16.49959089,14.93866057,3.323868829,-0.133325899,82.79374206,-4.186292857,-0.753713115,0.416865023,,,,,,,,,,,,-9.099304712,9.295569632,-1.664214946,50.00058765,5.559977727,7.734663053,-131.0144347,-2.739325544,-15.93515924,25.73429745,-15.89230492,GCU,NU,Sloan Park,MLB,College Baseball,89.9960131,7.27451915,-0.7235,3.114538439,0.165917413,,,,,,837216,d5b65c63-1030-36b9-bcea-9d47cc570ad9
187,2/16/2026,2:17:17,4,5,"Gregory, Billy",830831,Right,GCU,"Buck, Jett",837714,Right,NU,Undefined,6,Top,2,2,2,Slider,Slider,StrikeSwinging,Strikeout,Undefined,Strikeout,1,0,,84.15067476,-1.873725912,-2.314229529,2139.135604,336.3733475,5:15,5.302281103,2.343720371,6.064201325,-43.34094937,-4.297671402,2.967168573,-0.043873214,0.448293216,77.02332612,-10.0410503,-1.748356556,0.449722533,,,,,,,,,,,,-2.356303751,-1.770751596,-2.165865922,50.00080019,5.136969079,4.862273543,-122.3509696,-5.207502574,-3.529364632,26.83637751,-34.82326454,GCU,NU,Sloan Park,MLB,College Baseball,83.35979345,7.127348633,-0.7235,-0.450423102,-0.380200636,,,15.5499384,4.538739363,-0.358455,837216,634bad88-c116-30e1-9338-ade15c0eb22d
188,2/16/2026,2:19:40,1,1,"Olson, Chase",830155,Left,NU,"Chacon, Dom",805729,Left,GCU,Undefined,6,Bottom,0,0,0,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,79.74326168,-0.213172464,1.421384129,2374.217313,268.8967426,3:00,5.165757636,-2.400545921,6.238998238,-40.2064074,2.479259352,6.718984204,1.618628369,-0.529401551,73.92077826,-7.765737923,2.691249826,0.470232396,,,,,,,,,,,,-3.31174585,1.4124024,2.291699774,50.00245764,5.13088423,-3.062759596,-116.1944594,-1.507388355,-4.556875756,20.4486644,-30.2286546,GCU,NU,Sloan Park,MLB,College Baseball,79.97505036,5.822483425,-0.7235,1.169150853,0.377237413,,,,,,837216,5b0d242a-1891-3ad0-8994-0dc96c4ed76a
189,2/16/2026,2:19:51,1,2,"Olson, Chase",830155,Left,NU,"Chacon, Dom",805729,Left,GCU,Undefined,6,Bottom,0,0,1,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,80.35978079,-0.1609356,3.488634821,2414.078473,286.2773008,3:30,5.216124855,-2.084742462,6.372964945,-40.79345392,1.319173048,6.304606677,1.668615421,1.65402526,74.64091081,-7.801297776,4.674891546,0.467065381,,,,,,,,,,,,-2.55988454,0.762101392,1.830166779,50.0002518,5.185150418,-7.297746562,-116.921695,-1.427613144,-3.570825649,20.43142953,-31.10617039,GCU,NU,Sloan Park,MLB,College Baseball,80.71357524,5.718869982,-0.7235,1.319633696,-1.857698993,,,,,,837216,84e61230-d591-3fee-bcef-983a442b0ad7
190,2/16/2026,2:20:06,1,3,"Olson, Chase",830155,Left,NU,"Chacon, Dom",805729,Left,GCU,Undefined,6,Bottom,0,1,1,ChangeUp,ChangeUp,StrikeCalled,Undefined,Undefined,Undefined,0,0,,89.82500478,-1.084908211,4.454111978,2226.267988,112.904427,9:45,5.228487836,-2.188720327,6.306158368,-28.46156225,5.474758716,-18.75977056,1.85718809,0.359238404,82.45203886,-6.448450624,0.906995362,0.419279753,,,,,,,,,,,,11.48150366,3.312742599,1.87116501,50.00356911,5.135484362,-9.602265602,-130.4802679,-3.329439472,19.86094574,26.64659085,-26.44310936,GCU,NU,Sloan Park,MLB,College Baseball,89.80204992,7.372965929,-0.7235,1.570099736,-0.394387557,,,,,,837216,4f9f4545-be6f-3532-b1b8-353439a3cf95
191,2/16/2026,2:20:27,1,4,"Olson, Chase",830155,Left,NU,"Chacon, Dom",805729,Left,GCU,Undefined,6,Bottom,0,1,2,Sinker,Sinker,StrikeSwinging,Strikeout,Undefined,Strikeout,1,0,,92.16216656,-0.571158865,2.373720786,2322.273476,128.7477837,10:15,5.255758381,-2.34563968,6.119286805,-23.29711919,8.992272182,-17.32826395,2.786354395,-1.59403576,84.02281751,-4.988846855,-0.920858606,0.408979407,47.20046596,-46.78875394,-161.0116796,3112.163408,,,,1.549426184,1.472548969,151.1136697,0.466321289,10.20187671,5.103612893,2.172198527,50.00108705,5.201162781,-5.029671375,-134.124892,-2.050922988,18.51234812,30.06924786,-22.90860114,GCU,NU,Sloan Park,MLB,College Baseball,91.75304357,8.13934905,1.065780093,2.75820655,1.581984452,3,0.051797986,1.065780093,2.75820655,1.581984452,837216,008c3724-b76a-33e3-b145-2e51e4ad7c2a
192,2/16/2026,2:21:36,2,1,"Olson, Chase",830155,Left,NU,"Peery, Cannon",821900,Right,GCU,Undefined,6,Bottom,1,0,0,Slider,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,77.38893594,-0.054716074,2.310162632,2307.389422,290.6367444,3:45,5.20176767,-2.295663251,6.33116925,-43.58212106,1.792879325,8.035170017,1.51954657,0.502141677,71.85081399,-8.228108684,3.826632327,0.484819224,,,,,,,,,,,,-3.802242754,0.991660431,2.123714192,50.00086055,5.177144331,-4.755077205,-112.7064376,-1.237439248,-4.919925418,19.2805173,-30.88400252,GCU,NU,Sloan Park,MLB,College Baseball,77.69701099,5.538121943,-0.7235,1.129990076,-0.678972027,,,,,,837216,df7eeb9d-43b3-30a2-88bc-1f212ffcd947
193,2/16/2026,2:21:53,2,2,"Olson, Chase",830155,Left,NU,"Peery, Cannon",821900,Right,GCU,Undefined,6,Bottom,1,0,1,ChangeUp,ChangeUp,BallCalled,Undefined,Undefined,Undefined,0,0,,90.66358022,-1.722474702,4.912458523,2218.410138,126.1578294,10:15,5.151348471,-2.350593681,6.339754973,-26.19574014,7.184200397,-18.0945027,1.382239218,0.674884557,83.17527956,-6.650189215,1.493768379,0.415828537,,,,,,,,,,,,11.24696579,4.441917489,2.001725277,50.00185132,5.013501782,-10.76256479,-131.5740375,-4.75981966,19.77531101,27.16618108,-24.36197933,GCU,NU,Sloan Park,MLB,College Baseball,90.6024827,7.488300653,-0.7235,1.03364357,-0.745457312,,,,,,837216,048c06d6-0ade-37d5-bb8e-11d6c117d2c2
194,2/16/2026,2:22:06,2,3,"Olson, Chase",830155,Left,NU,"Peery, Cannon",821900,Right,GCU,Undefined,6,Bottom,1,1,1,ChangeUp,ChangeUp,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,79.36792661,-0.606598436,3.04954614,1504.307,106.7508764,9:30,5.092207289,-2.281830109,6.221994006,-36.25039262,6.993027701,-12.80187727,1.511677115,-0.532403719,73.25658772,-7.428668686,0.627931344,0.473294579,,,,,,,,,,,,7.817675161,3.996261743,2.060117183,50.00286087,5.02976603,-5.813653306,-115.5035948,-2.186568546,10.61662118,20.49492149,-26.74674291,GCU,NU,Sloan Park,MLB,College Baseball,79.43207318,6.111338885,-0.7235,1.131161858,0.505007992,,,,,,837216,28fd81a8-5f53-3d04-bdf1-5cb8e26bacfa
195,2/16/2026,2:22:29,2,4,"Olson, Chase",830155,Left,NU,"Peery, Cannon",821900,Right,GCU,Undefined,6,Bottom,1,1,2,ChangeUp,ChangeUp,StrikeCalled,Strikeout,Undefined,Strikeout,1,0,,90.7163026,0.05998968,3.824494154,2245.186213,120.5617151,10:00,5.234960446,-2.372990171,6.232555851,-27.01403928,6.367783474,-18.92865701,3.039141184,-0.417234825,82.68611684,-5.062274631,0.231835098,0.415840261,,,,,,,,,,,,11.48157435,3.479460263,2.096984426,50.00597976,5.22677215,-8.244429566,-131.8556993,-0.675205591,20.16573916,28.7496081,-26.06825014,GCU,NU,Sloan Park,MLB,College Baseball,90.42532913,8.030185763,-0.7235,2.773001777,0.411311113,,,,,,837216,217c8fa9-f3c6-3d3d-ba09-3d92257c2115
196,2/16/2026,2:22:57,3,1,"Olson, Chase",830155,Left,NU,"Johns, Tanner",834625,Left,GCU,Undefined,6,Bottom,2,0,0,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,78.71573144,0.615261005,2.813753026,2369.2019,287.2967823,3:30,5.091012548,-2.408679046,6.156323192,-42.62493355,1.431323453,7.955087211,2.107376656,0.855614653,72.67608981,-7.406493344,4.316535829,0.477722075,,,,,,,,,,,,-3.598259389,0.610171039,2.191530789,50.00168512,5.117628823,-5.839344852,-114.5582966,0.111946164,-4.791052857,20.72639957,-31.35755683,GCU,NU,Sloan Park,MLB,College Baseball,78.60251667,6.03964163,-0.7235,1.793485677,-1.034042902,,,,,,837216,dde2faf1-e7af-31c8-9e81-cdf01afc2e6f
197,2/16/2026,2:23:10,3,2,"Olson, Chase",830155,Left,NU,"Johns, Tanner",834625,Left,GCU,Undefined,6,Bottom,2,0,1,Slider,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,77.51633365,-0.59922015,2.808320682,2261.244588,297.1395823,4:00,5.168349866,-2.494151583,6.061537637,-44.02371553,1.305205319,8.207082155,0.945266829,0.790699672,71.9981256,-8.840406251,4.356619499,0.484572988,,,,,,,,,,,,-3.754741079,0.877122751,2.272712885,50.00293354,5.10120496,-5.747554476,-112.8311059,-2.322633723,-4.862745919,19.61844764,-31.03650475,GCU,NU,Sloan Park,MLB,College Baseball,77.35945068,5.518208048,-0.7235,0.522592874,-0.993813584,,,,,,837216,3632d4b4-0f34-3c5f-b690-5bbbebf65679
198,2/16/2026,2:23:27,3,3,"Olson, Chase",830155,Left,NU,"Johns, Tanner",834625,Left,GCU,Undefined,6,Bottom,2,0,2,ChangeUp,ChangeUp,BallCalled,Undefined,Undefined,Undefined,0,0,,90.34677606,2.216797734,5.034487785,2194.721635,125.2082567,10:15,5.269009665,-2.332603132,6.109985879,-25.69832167,7.81698014,-15.81710674,5.178203487,1.016148595,82.74010214,-2.649428169,2.054398728,0.416670812,,,,,,,,,,,,9.95655345,3.658559923,1.953725255,50.0045975,5.427265765,-11.07084354,-131.087071,4.315641624,17.45743455,25.80952788,-25.76372432,GCU,NU,Sloan Park,MLB,College Baseball,90.04313441,7.60667392,-0.7235,5.040328237,-1.112777671,,,,,,837216,0f27ee5a-b82b-3364-9ba2-d1ecab0ee452
199,2/16/2026,2:23:48,3,4,"Olson, Chase",830155,Left,NU,"Johns, Tanner",834625,Left,GCU,Undefined,6,Bottom,2,1,2,ChangeUp,ChangeUp,BallCalled,Undefined,Undefined,Undefined,0,0,,91.22424062,-1.369565983,5.965889695,2227.20414,125.4687298,10:15,5.226782785,-2.071702985,6.517627697,-24.89288501,8.097134887,-16.41893969,1.895662826,2.053337906,83.7649919,-6.044088195,2.876714339,0.413392697,,,,,,,,,,,,10.55732589,4.840486848,1.663618067,50.00310073,5.119404694,-13.31624433,-132.202092,-3.932195227,18.79754418,26.64402284,-23.55631071,GCU,NU,Sloan Park,MLB,College Baseball,91.43306498,7.459248717,-0.7235,1.543135873,-2.209825705,,,,,,837216,588ba1fe-4823-3b7a-9aa4-6460fe75c3b9
200,2/16/2026,2:24:03,3,5,"Olson, Chase",830155,Left,NU,"Johns, Tanner",834625,Left,GCU,Undefined,6,Bottom,2,2,2,Slider,Slider,InPlay,Undefined,LineDrive,Single ,0,0,,76.44504758,0.27001707,2.831633632,2235.484571,284.5773254,3:30,5.157981307,-2.339446203,6.41234099,-44.20261328,2.532231697,8.498692223,1.722660437,0.974014343,70.6541459,-8.038772294,4.437478458,0.492030375,83.27094755,13.25789005,-16.17227635,653.6070108,104.0004706,13.76143846,-38.63058122,190.7103565,190.7103561,-23.43779691,2.451956174,-3.885519885,1.314203491,2.133416966,50.00318799,5.156424766,-5.719389113,-111.2525188,-0.601958875,-4.8779782,19.67564219,-30.52608022,GCU,NU,Sloan Park,MLB,College Baseball,76.67107389,5.79090168,0.926009519,1.630265477,-0.997524247,14,1.954956174,0.926009519,1.630265477,-0.997524247,837216,641c49af-e23c-3a92-807d-5c78df0b43d2
201,2/16/2026,2:24:39,4,1,"Olson, Chase",830155,Left,NU,"Sanders, Troy",702974,Right,GCU,Undefined,6,Bottom,2,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,76.7658633,-0.008407016,3.741748162,2136.517421,284.7437252,3:30,5.094075306,-2.360908353,6.488814383,-42.52832192,3.678008349,4.863659545,1.542348386,1.484145352,71.25648434,-7.976797961,4.657215715,0.48924033,,,,,,,,,,,,-1.698074909,2.020127079,2.096643962,50.00550986,5.073397669,-7.427180082,-111.6563686,-1.109113869,-2.158274931,18.79101178,-29.61010614,GCU,NU,Sloan Park,MLB,College Baseball,77.21574458,5.509378957,-0.7235,1.082233647,-1.743653929,,,,,,837216,9bcbd527-2631-3a94-93ee-d95331d8df98
202,2/16/2026,2:24:58,4,2,"Olson, Chase",830155,Left,NU,"Sanders, Troy",702974,Right,GCU,Undefined,6,Bottom,2,1,0,ChangeUp,ChangeUp,BallCalled,Undefined,Undefined,Undefined,0,0,,77.44401718,-0.762038144,3.269497615,1655.064879,116.1146537,9:45,5.036253483,-2.482979393,6.398451361,-40.88530725,4.435982488,-12.84724652,0.928373445,-0.543851385,71.83674261,-8.430678355,0.843417961,0.484532198,,,,,,,,,,,,7.868878178,2.628486875,2.254846653,50.00138421,4.962249192,-6.104415818,-112.6968354,-2.562272136,10.2022067,18.94383854,-28.76286573,GCU,NU,Sloan Park,MLB,College Baseball,77.83818872,5.607274571,-0.7235,0.525640028,0.508088981,,,,,,837216,e241a4cd-6804-333b-9b71-5f64d2178624
203,2/16/2026,2:25:19,4,3,"Olson, Chase",830155,Left,NU,"Sanders, Troy",702974,Right,GCU,Undefined,6,Bottom,2,2,0,ChangeUp,ChangeUp,StrikeCalled,Undefined,Undefined,Undefined,0,0,,88.69200978,0.003420194,4.619710755,2105.558122,126.3977442,10:15,5.109325883,-2.513730853,6.535944685,-28.67323334,5.971981834,-15.34881852,2.723049532,0.453361439,81.69333121,-5.398925661,1.727350414,0.423636277,,,,,,,,,,,,9.572930724,3.268588443,2.201032335,50.00434777,5.095994962,-9.957466263,-128.871515,-0.843949881,16.24349983,24.61510472,-26.62962465,GCU,NU,Sloan Park,MLB,College Baseball,89.2527453,6.99867857,-0.7235,2.416583433,-0.542511389,,,,,,837216,180c615b-6a8d-3476-91f8-e9977fec0c50
204,2/16/2026,2:25:40,4,4,"Olson, Chase",830155,Left,NU,"Sanders, Troy",702974,Right,GCU,Undefined,6,Bottom,2,2,1,ChangeUp,ChangeUp,InPlay,Undefined,GroundBall,Single ,0,0,,89.23549968,-0.351523352,3.836537097,2027.459087,123.3681927,10:00,5.152657913,-2.49976646,6.350501395,-27.01120244,7.019453208,-14.97088422,2.578191739,-0.211052403,82.5664545,-5.430278262,1.017282097,0.419862096,98.45087695,-20.85253077,-9.543497719,3502.947017,,,,8.48148664,8.23307841,-6.201108084,0.46765918,9.117421953,3.926694967,2.228633931,50.0000124,5.114274921,-8.256588736,-129.8229337,-1.60885176,15.75905389,23.9315924,-25.38214981,GCU,NU,Sloan Park,MLB,College Baseball,89.75031143,6.669045174,1.756213519,2.624386933,0.206172486,3,0.048779011,1.756213519,2.624386933,0.206172486,837216,3adf4309-0bad-3fcf-8c32-02db5448cd6c
205,2/16/2026,2:26:27,5,1,"Olson, Chase",830155,Left,NU,"Charles, Max",807283,Right,GCU,Undefined,6,Bottom,2,0,0,Slider,Slider,FoulBall,Undefined,Undefined,Undefined,0,0,,77.88924619,0.61726297,2.341992488,2199.412667,263.4262283,2:45,5.133267275,-2.437244101,6.37135351,-42.26385329,2.210088216,3.13619213,2.179194372,-0.020019191,72.63907142,-7.301333565,2.931940187,0.479981304,101.4252719,-15.3293722,-52.97084772,2953.164302,,,,9.177419658,8.817276366,-43.27653084,0.531542111,-1.161492393,1.05778003,2.267008729,50.0027854,5.157608188,-4.723728405,-113.4844616,0.112887848,-1.535929927,17.91816366,-30.7725421,GCU,NU,Sloan Park,MLB,College Baseball,78.53886325,5.250174774,1.935628418,2.230075296,0.000211825,2,0.052938104,1.935628418,2.230075296,0.000211825,837216,2664a552-1b8d-3f06-bba7-19e5ac3f8471
